condominio;quartos;suites;vagas;area;bairro;atualizacao;preco;distancia;pm2
1071;1;1.0;1.0;44;1;90;568000;99.0;12909.09
1000;1;1.0;1.0;81;1;0;1250000;99.0;15432.1
1100;2;1.0;1.0;90;1;480;1350000;99.0;15000.0
927;2;2.0;1.0;64;1;0;760000;99.0;11875.0
500;2;2.0;1.0;78;1;90;990000;99.0;12692.31
996;2;1.0;1.0;97;1;60;1190000;99.0;12268.04
1500;2;1.0;1.0;68;1;60;950000;99.0;13970.59
1200;2;1.0;2.0;68;1;60;950000;99.0;13970.59
850;2;1.0;1.0;98;1;90;960000;99.0;9795.92
300;2;1.0;1.0;66;1;60;590000;99.0;8939.39
977;2;2.0;1.0;76;1;0;1152000;99.0;15157.89
1200;2;1.0;1.0;83;1;0;1250000;99.0;15060.24
650;2;1.0;1.0;76;1;540;670000;99.0;8815.79
1100;2;1.0;1.0;79;1;30;799000;99.0;10113.92
1300;2;1.0;1.0;86;1;0;1000000;99.0;11627.91
600;2;1.0;1.0;70;1;0;720000;99.0;10285.71
760;2;1.0;1.0;76;1;0;890000;99.0;11710.53
950;2;1.0;1.0;75;1;90;1150000;99.0;15333.33
860;2;2.0;1.0;76;1;0;1050000;99.0;13815.79
859;2;1.0;1.0;83;1;60;1400000;99.0;16867.47
936;2;1.0;1.0;70;1;0;1080000;99.0;15428.57
520;2;1.0;1.0;75;1;120;519000;99.0;6920.0
790;2;1.0;1.0;71;1;0;950000;99.0;13380.28
580;2;1.0;1.0;65;1;0;830000;99.0;12769.23
1000;2;1.0;1.0;88;1;90;995000;99.0;11306.82
920;2;1.0;1.0;70;1;90;1080000;99.0;15428.57
630;2;1.0;1.0;70;1;0;600000;99.0;8571.43
970;2;1.0;1.0;75;1;0;980000;99.0;13066.67
350;2;1.0;1.0;64;1;0;600000;99.0;9375.0
1500;2;1.0;2.0;80;1;180;1300000;99.0;16250.0
900;2;1.0;1.0;90;1;0;980000;99.0;10888.89
990;2;1.0;1.0;86;1;150;650000;99.0;7558.14
770;2;1.0;1.0;60;1;0;550000;99.0;9166.67
450;2;1.0;1.0;117;1;0;800000;99.0;6837.61
840;2;1.0;1.0;74;1;0;930000;99.0;12567.57
450;2;1.0;1.0;68;1;0;480000;99.0;7058.82
900;2;1.0;1.0;71;1;0;1370000;99.0;19295.77
1692;3;1.0;2.0;94;1;0;1584000;99.0;16851.06
1684;3;3.0;1.0;212;1;180;1990000;99.0;9386.79
2400;3;2.0;1.0;210;1;0;2740000;99.0;13047.62
590;3;1.0;1.0;90;1;0;1050000;99.0;11666.67
900;3;1.0;1.0;85;1;0;1199999;99.0;14117.64
1400;3;1.0;1.0;144;1;0;1199999;99.0;8333.33
1350;3;1.0;2.0;135;1;0;1625000;99.0;12037.04
1000;3;1.0;1.0;83;1;0;900000;99.0;10843.37
1400;3;2.0;1.0;90;1;90;1200000;99.0;13333.33
1400;3;1.0;2.0;110;1;90;1550000;99.0;14090.91
1700;3;1.0;2.0;113;1;0;1400000;99.0;12389.38
600;3;1.0;1.0;84;1;0;980000;99.0;11666.67
1200;3;1.0;2.0;110;1;30;1827000;99.0;16609.09
1200;3;1.0;1.0;100;1;30;1550000;99.0;15500.0
900;3;1.0;1.0;104;1;0;1070000;99.0;10288.46
1100;3;1.0;1.0;83;1;60;970000;99.0;11686.75
900;3;3.0;2.0;124;1;330;1600000;99.0;12903.23
1260;3;2.0;2.0;115;1;0;1650000;99.0;14347.83
1050;3;1.0;1.0;91;1;0;1150000;99.0;12637.36
710;3;3.0;1.0;90;1;0;950000;99.0;10555.56
780;3;1.0;1.0;105;1;0;1050000;99.0;10000.0
1630;3;3.0;2.0;148;1;210;2700000;99.0;18243.24
1400;3;1.0;1.0;98;1;30;1250000;99.0;12755.1
1300;3;1.0;1.0;120;1;0;980000;99.0;8166.67
1150;3;1.0;1.0;96;1;30;870000;99.0;9062.5
500;3;1.0;1.0;105;1;0;1280000;99.0;12190.48
1400;3;1.0;2.0;100;1;0;1530000;99.0;15300.0
200;3;1.0;2.0;109;1;0;798000;99.0;7321.1
1300;3;1.0;2.0;120;1;0;1650000;99.0;13750.0
1500;3;1.0;1.0;110;1;0;1550000;99.0;14090.91
880;3;3.0;1.0;71;1;0;1060000;99.0;14929.58
1133;3;1.0;1.0;122;1;0;1820000;99.0;14918.03
1050;3;1.0;1.0;105;1;30;920000;99.0;8761.9
700;3;0.0;0.0;89;1;0;850000;99.0;9550.56
290;3;1.0;1.0;110;1;0;640000;99.0;5818.18
1540;3;1.0;1.0;200;1;840;2990000;99.0;14950.0
500;1;0.0;0.0;22;2;0;265000;1.53;12045.45
410;1;1.0;1.0;37;2;0;545000;99.0;14729.73
650;1;0.0;1.0;40;2;150;700000;1.42;17500.0
1150;1;1.0;1.0;50;2;30;740000;1.6;14800.0
590;1;1.0;1.0;37;2;60;560000;2.05;15135.14
484;1;1.0;1.0;33;2;90;450000;1.51;13636.36
650;1;1.0;1.0;60;2;480;650000;88.01;10833.33
390;1;1.0;1.0;31;2;210;515000;1.62;16612.9
500;1;1.0;1.0;45;2;60;600000;1.48;13333.33
390;1;1.0;1.0;40;2;0;400000;2.13;10000.0
380;1;1.0;1.0;40;2;60;445000;1.54;11125.0
413;1;1.0;1.0;32;2;90;400000;1.54;12500.0
390;1;1.0;1.0;31;2;90;430000;1.5;13870.97
520;1;1.0;1.0;25;2;0;270000;1.53;10800.0
420;1;1.0;1.0;25;2;0;355000;88.01;14200.0
550;1;0.0;0.0;48;2;90;570000;1.82;11875.0
540;1;0.0;0.0;35;2;0;470000;1.56;13428.57
1500;1;1.0;1.0;35;2;0;895000;1.52;25571.43
362;1;1.0;1.0;26;2;0;449000;1.51;17269.23
370;1;1.0;1.0;30;2;0;360000;88.01;12000.0
650;1;1.0;1.0;55;2;0;599000;1.57;10890.91
400;1;1.0;1.0;45;2;0;550000;1.63;12222.22
550;1;1.0;1.0;48;2;690;630000;1.89;13125.0
515;1;1.0;1.0;36;2;510;300000;1.57;8333.33
520;1;1.0;1.0;38;2;30;400000;1.5;10526.32
500;1;1.0;1.0;55;2;90;585000;1.54;10636.36
650;1;0.0;0.0;48;2;0;520000;1.51;10833.33
560;1;1.0;1.0;39;2;0;450000;1.92;11538.46
350;1;1.0;1.0;40;2;0;390000;88.01;9750.0
520;1;1.0;1.0;56;2;90;635000;88.01;11339.29
650;1;1.0;1.0;60;2;510;580000;88.01;9666.67
660;1;1.0;1.0;48;2;60;450000;88.01;9375.0
600;1;1.0;1.0;60;2;450;480000;88.01;8000.0
450;1;1.0;1.0;23;2;0;239000;1.49;10391.3
480;1;1.0;1.0;45;2;60;515000;1.61;11444.44
650;1;1.0;1.0;30;2;330;520000;2.07;17333.33
535;1;1.0;1.0;60;2;690;725000;1.92;12083.33
1000;2;1.0;1.0;90;2;360;862000;1.72;9577.78
1000;2;1.0;1.0;120;2;240;840000;1.52;7000.0
500;2;2.0;1.0;75;2;0;1680000;1.58;22400.0
1000;2;1.0;1.0;91;2;90;860000;1.61;9450.55
750;2;1.0;1.0;77;2;0;900000;1.76;11688.31
800;2;0.0;1.0;80;2;0;820000;1.54;10250.0
700;2;1.0;1.0;75;2;480;800000;1.52;10666.67
1500;2;1.0;1.0;150;2;780;1300000;1.54;8666.67
684;2;1.0;1.0;70;2;0;950000;1.88;13571.43
699;2;1.0;1.0;73;2;0;1050000;1.5;14383.56
821;2;1.0;1.0;75;2;0;1190000;1.52;15866.67
650;2;1.0;2.0;80;2;0;820000;1.49;10250.0
715;2;1.0;1.0;110;2;30;735000;1.48;6681.82
500;2;1.0;1.0;70;2;0;715000;1.71;10214.29
950;2;1.0;1.0;98;2;0;1980000;1.57;20204.08
700;2;1.0;1.0;80;2;0;710000;1.56;8875.0
945;2;1.0;1.0;71;2;90;950000;1.63;13380.28
650;2;1.0;2.0;80;2;0;900000;1.49;11250.0
740;2;1.0;1.0;75;2;150;776000;1.54;10346.67
1000;2;1.0;1.0;100;2;750;940000;1.52;9400.0
500;2;1.0;1.0;48;2;300;510000;1.86;10625.0
600;2;1.0;1.0;80;2;30;834000;1.7;10425.0
850;2;2.0;1.0;88;2;0;820000;1.88;9318.18
693;2;1.0;1.0;65;2;0;580000;1.57;8923.08
850;2;1.0;1.0;79;2;0;1099000;1.57;13911.39
630;2;1.0;1.0;84;2;30;780000;99.0;9285.71
700;2;2.0;1.0;70;2;0;790000;1.64;11285.71
735;2;1.0;1.0;75;2;0;1150000;99.0;15333.33
1100;2;1.0;1.0;100;2;0;1582000;1.52;15820.0
1275;2;1.0;1.0;60;2;60;1200000;1.62;20000.0
800;2;2.0;1.0;65;2;0;1250000;1.66;19230.77
650;2;1.0;1.0;70;2;0;735000;88.01;10500.0
2200;2;2.0;1.0;209;2;720;1500000;38.19;7177.03
545;2;1.0;1.0;80;2;480;810000;88.01;10125.0
605;2;1.0;1.0;65;2;0;735000;88.01;11307.69
820;2;1.0;1.0;83;2;240;990000;1.54;11927.71
2000;2;2.0;1.0;72;2;0;740000;1.99;10277.78
1356;2;1.0;1.0;67;2;0;850000;1.5;12686.57
980;3;0.0;0.0;120;2;0;960000;1.52;8000.0
850;3;1.0;1.0;190;2;90;1450000;1.72;7631.58
1980;3;2.0;1.0;210;2;60;1680000;1.57;8000.0
850;3;1.0;1.0;110;2;630;990000;88.01;9000.0
837;3;1.0;1.0;105;2;150;1600000;1.54;15238.1
1939;3;1.0;1.0;230;2;0;3990000;1.53;17347.83
1000;3;1.0;1.0;100;2;540;985000;2.02;9850.0
1400;3;1.0;1.0;127;2;150;1350000;1.59;10629.92
1050;3;2.0;1.0;100;2;90;875000;99.0;8750.0
900;3;1.0;1.0;101;2;60;1100000;1.55;10891.09
2600;3;2.0;2.0;200;2;30;2390000;1.5;11950.0
1025;3;1.0;1.0;98;2;30;1099999;88.01;11224.48
1300;3;1.0;1.0;133;2;120;1250000;1.54;9398.5
3600;3;1.0;2.0;300;2;0;5280000;1.87;17600.0
2100;3;1.0;1.0;188;2;0;3900000;1.53;20744.68
2887;3;2.0;1.0;170;2;90;1950000;1.64;11470.59
860;3;1.0;1.0;100;2;0;1050000;1.66;10500.0
959;3;1.0;1.0;92;2;60;1195000;1.74;12989.13
1350;3;1.0;1.0;90;2;30;1100000;99.0;12222.22
1300;3;1.0;2.0;100;2;0;1080000;1.51;10800.0
3500;3;1.0;1.0;344;2;0;11000000;1.76;31976.74
1380;3;1.0;1.0;148;2;150;950000;1.59;6418.92
1200;3;1.0;1.0;90;2;30;1100000;88.01;12222.22
1450;3;1.0;1.0;122;2;480;1400000;1.54;11475.41
1300;3;3.0;1.0;173;2;30;1980000;99.0;11445.09
840;3;1.0;1.0;96;2;0;730000;1.54;7604.17
1180;3;1.0;1.0;120;2;0;850000;1.53;7083.33
1640;3;1.0;1.0;195;2;0;1600000;2.1;8205.13
1500;3;1.0;1.0;152;2;150;1300000;1.62;8552.63
890;3;1.0;1.0;124;2;30;920000;1.58;7419.35
927;3;1.0;1.0;100;2;0;890000;1.52;8900.0
1415;3;1.0;1.0;150;2;150;11500000;1.51;76666.67
800;3;1.0;1.0;75;2;0;950000;1.63;12666.67
1210;3;1.0;1.0;118;2;720;1430000;1.53;12118.64
1888;3;1.0;1.0;167;2;0;1850000;1.59;11077.84
1900;3;1.0;1.0;200;2;240;1400000;1.5;7000.0
1800;3;2.0;2.0;274;2;0;2450000;1.49;8941.61
798;3;0.0;0.0;110;2;0;950000;1.76;8636.36
2000;3;1.0;2.0;290;2;0;3000000;1.54;10344.83
1200;3;1.0;1.0;108;2;60;795000;1.59;7361.11
700;3;3.0;1.0;180;2;60;2300000;1.51;12777.78
1000;3;1.0;1.0;98;2;0;1490000;1.67;15204.08
805;3;1.0;2.0;83;2;0;750000;1.53;9036.14
1000;3;1.0;4.0;175;2;0;1890000;1.61;10800.0
909;3;1.0;1.0;110;2;0;1000000;99.0;9090.91
1800;3;1.0;1.0;190;2;0;2200000;1.68;11578.95
1400;3;1.0;1.0;133;2;0;1350000;1.55;10150.38
400;1;1.0;1.0;40;3;0;750000;99.0;18750.0
350;1;1.0;1.0;37;3;0;590000;99.0;15945.95
420;1;1.0;1.0;35;3;0;750000;99.0;21428.57
290;1;1.0;1.0;36;3;720;840000;99.0;23333.33
750;1;1.0;1.0;35;3;30;470000;99.0;13428.57
770;1;1.0;1.0;50;3;0;1080000;99.0;21600.0
785;1;1.0;1.0;50;3;870;950000;99.0;19000.0
550;1;1.0;1.0;54;3;0;810000;99.0;15000.0
890;1;1.0;1.0;62;3;0;895000;99.0;14435.48
730;1;1.0;1.0;58;3;0;850000;99.0;14655.17
700;1;1.0;1.0;55;3;0;620000;99.0;11272.73
655;1;1.0;1.0;73;3;0;1450000;99.0;19863.01
665;1;1.0;1.0;54;3;240;700000;99.0;12962.96
500;1;1.0;1.0;37;3;0;490000;99.0;13243.24
700;1;1.0;1.0;60;3;0;830000;99.0;13833.33
800;1;1.0;1.0;40;3;0;620000;99.0;15500.0
700;1;1.0;1.0;58;3;60;850000;99.0;14655.17
600;1;1.0;1.0;40;3;0;500000;99.0;12500.0
230;1;1.0;1.0;37;3;0;510000;99.0;13783.78
815;2;1.0;1.0;80;3;0;1280000;99.0;16000.0
1184;2;2.0;2.0;142;3;750;1950000;99.0;13732.39
800;2;1.0;1.0;58;3;0;1365000;99.0;23534.48
1200;2;1.0;1.0;85;3;0;1800000;99.0;21176.47
1000;2;1.0;1.0;80;3;0;1600000;99.0;20000.0
890;2;1.0;1.0;95;3;60;1590000;99.0;16736.84
815;2;1.0;1.0;95;3;0;1800000;99.0;18947.37
1100;2;1.0;1.0;80;3;0;1700000;99.0;21250.0
975;2;1.0;1.0;80;3;0;1399000;99.0;17487.5
1100;2;1.0;1.0;76;3;0;1750000;99.0;23026.32
1000;2;2.0;1.0;84;3;0;1380000;99.0;16428.57
1025;2;1.0;1.0;76;3;0;1790000;99.0;23552.63
1133;2;1.0;1.0;87;3;0;1400000;99.0;16091.95
920;2;1.0;1.0;70;3;450;980000;99.0;14000.0
1250;2;1.0;1.0;90;3;360;1789000;99.0;19877.78
987;2;0.0;1.0;78;3;60;1250000;99.0;16025.64
987;2;1.0;1.0;80;3;270;1388000;99.0;17350.0
260;2;2.0;1.0;90;3;240;790000;99.0;8777.78
1200;2;1.0;1.0;65;3;60;1250000;99.0;19230.77
700;2;1.0;1.0;70;3;0;1330000;99.0;19000.0
650;2;1.0;1.0;59;3;0;850000;99.0;14406.78
980;2;1.0;1.0;75;3;240;1325000;99.0;17666.67
1183;2;1.0;2.0;73;3;0;1600000;99.0;21917.81
550;2;0.0;1.0;72;3;0;970000;99.0;13472.22
800;2;1.0;1.0;89;3;210;980000;99.0;11011.24
850;3;1.0;2.0;105;3;60;1890000;99.0;18000.0
1300;3;1.0;2.0;136;3;360;2100000;99.0;15441.18
1329;3;1.0;2.0;126;3;0;1900000;99.0;15079.37
1300;3;1.0;2.0;100;3;0;1650000;99.0;16500.0
2813;3;1.0;2.0;260;3;120;5100000;99.0;19615.38
1100;3;1.0;1.0;140;3;330;2000000;99.0;14285.71
1380;3;1.0;2.0;135;3;0;2350000;99.0;17407.41
2500;3;2.0;2.0;160;3;0;2450000;99.0;15312.5
1400;3;2.0;1.0;92;3;0;1650000;99.0;17934.78
1600;3;1.0;1.0;138;3;0;1880000;99.0;13623.19
1160;3;1.0;1.0;103;3;0;1500000;99.0;14563.11
1450;3;1.0;2.0;140;3;0;2200000;99.0;15714.29
680;3;1.0;2.0;110;3;0;2200000;99.0;20000.0
740;3;1.0;1.0;97;3;240;1250000;99.0;12886.6
1500;3;3.0;3.0;123;3;0;2500000;99.0;20325.2
1300;3;1.0;2.0;113;3;0;1990000;99.0;17610.62
680;3;1.0;2.0;110;3;30;2200000;99.0;20000.0
1350;3;1.0;1.0;94;3;30;1650000;99.0;17553.19
1600;3;1.0;1.0;120;3;0;1750000;99.0;14583.33
900;3;1.0;1.0;140;3;330;1970000;99.0;14071.43
1800;3;3.0;2.0;144;3;150;2650000;99.0;18402.78
1283;3;1.0;2.0;123;3;0;2100000;99.0;17073.17
1180;3;2.0;1.0;87;3;540;1480000;99.0;17011.49
800;1;1.0;1.0;65;4;0;430000;99.0;6615.38
450;1;1.0;1.0;54;4;0;290000;99.0;5370.37
350;1;1.0;1.0;55;4;0;350000;99.0;6363.64
330;1;1.0;1.0;55;4;180;355000;99.0;6454.55
440;1;0.0;1.0;50;4;0;340000;99.0;6800.0
570;1;0.0;1.0;52;4;0;370000;99.0;7115.38
230;1;0.0;0.0;35;4;0;285000;99.0;8142.86
370;1;0.0;1.0;61;4;0;380000;99.0;6229.51
500;1;1.0;1.0;38;4;0;249999;99.0;6578.92
580;1;1.0;1.0;55;4;0;300000;99.0;5454.55
620;1;0.0;1.0;60;4;240;320000;99.0;5333.33
345;1;1.0;1.0;49;4;0;294000;99.0;6000.0
470;1;1.0;1.0;53;4;0;300000;99.0;5660.38
600;1;1.0;1.0;52;4;0;370000;99.0;7115.38
500;1;1.0;1.0;53;4;0;454500;99.0;8575.47
570;1;1.0;1.0;52;4;0;370000;99.0;7115.38
350;1;0.0;0.0;48;4;0;300000;99.0;6250.0
550;1;1.0;1.0;60;4;60;159000;99.0;2650.0
468;1;1.0;1.0;50;4;0;435000;99.0;8700.0
450;2;1.0;1.0;71;4;60;370000;99.0;5211.27
400;2;1.0;1.0;61;4;0;370000;99.0;6065.57
7071;2;1.0;1.0;80;4;0;570000;99.0;7125.0
670;2;1.0;1.0;76;4;0;720000;99.0;9473.68
706;2;1.0;1.0;70;4;0;550000;99.0;7857.14
661;2;1.0;1.0;75;4;0;450000;99.0;6000.0
390;2;1.0;1.0;75;4;0;295000;99.0;3933.33
650;2;1.0;1.0;86;4;120;650000;99.0;7558.14
817;2;1.0;1.0;77;4;0;390000;99.0;5064.94
580;2;1.0;1.0;67;4;60;598000;99.0;8925.37
700;2;1.0;1.0;80;4;0;734999;99.0;9187.49
710;2;1.0;1.0;76;4;0;600000;99.0;7894.74
200;2;1.0;1.0;100;4;30;398000;99.0;3980.0
669;2;1.0;1.0;70;4;0;550000;99.0;7857.14
473;2;1.0;1.0;64;4;0;570000;99.0;8906.25
640;2;1.0;1.0;70;4;0;435000;99.0;6214.29
600;2;1.0;1.0;75;4;0;400000;99.0;5333.33
307;2;1.0;1.0;39;4;0;285000;99.0;7307.69
320;2;1.0;1.0;65;4;0;460000;99.0;7076.92
690;2;1.0;1.0;77;4;0;499000;99.0;6480.52
600;2;1.0;1.0;80;4;30;429000;99.0;5362.5
700;2;1.0;1.0;90;4;0;625000;99.0;6944.44
560;2;1.0;1.0;66;4;0;380000;99.0;5757.58
690;2;1.0;1.0;74;4;0;499999;99.0;6756.74
250;2;1.0;0.0;66;4;870;250000;99.0;3787.88
1206;2;1.0;1.0;77;4;0;450000;99.0;5844.16
250;2;0.0;0.0;60;4;0;305000;99.0;5083.33
500;2;2.0;1.0;70;4;210;599000;99.0;8557.14
850;2;1.0;1.0;100;4;60;660000;99.0;6600.0
920;2;1.0;2.0;90;4;0;730000;99.0;8111.11
990;3;1.0;1.0;120;4;0;630000;99.0;5250.0
780;3;1.0;2.0;120;4;0;580000;99.0;4833.33
1065;3;1.0;1.0;125;4;0;490000;99.0;3920.0
500;3;1.0;1.0;93;4;0;450000;99.0;4838.71
930;3;1.0;2.0;150;4;0;894000;99.0;5960.0
560;3;1.0;1.0;85;4;0;535000;99.0;6294.12
1000;3;1.0;2.0;105;4;0;765000;99.0;7285.71
950;3;1.0;1.0;108;4;150;690000;99.0;6388.89
1150;3;1.0;1.0;115;4;150;770000;99.0;6695.65
890;3;1.0;2.0;130;4;0;560000;99.0;4307.69
792;3;1.0;1.0;94;4;0;630000;99.0;6702.13
720;3;1.0;3.0;120;4;0;570000;99.0;4750.0
907;3;1.0;2.0;170;4;0;800000;99.0;4705.88
200;3;1.0;1.0;102;4;0;450000;99.0;4411.76
400;3;1.0;1.0;95;4;0;580000;99.0;6105.26
900;3;1.0;2.0;105;4;60;885500;99.0;8433.33
420;3;1.0;3.0;85;4;30;340000;99.0;4000.0
1113;3;1.0;2.0;120;4;0;749000;99.0;6241.67
890;3;1.0;2.0;130;4;0;700000;99.0;5384.62
195;3;1.0;1.0;120;4;60;620000;99.0;5166.67
780;3;1.0;1.0;89;4;30;530000;99.0;5955.06
750;3;1.0;1.0;130;4;30;890000;99.0;6846.15
400;3;1.0;1.0;114;4;0;650000;99.0;5701.75
560;3;1.0;2.0;93;4;0;370000;99.0;3978.49
200;3;1.0;1.0;110;4;330;580000;99.0;5272.73
630;3;1.0;2.0;102;4;0;650000;99.0;6372.55
834;3;1.0;2.0;70;4;0;900000;99.0;12857.14
510;3;1.0;1.0;80;4;0;380000;99.0;4750.0
1294;1;1.0;1.0;43;5;30;890000;1.42;20697.67
380;1;1.0;1.0;48;5;0;770000;1.35;16041.67
425;1;1.0;1.0;45;5;0;1600000;1.47;35555.56
1700;1;1.0;1.0;45;5;0;1000000;99.0;22222.22
550;1;1.0;1.0;19;5;0;630000;1.36;33157.89
500;1;1.0;1.0;50;5;0;649000;1.38;12980.0
468;1;1.0;1.0;75;5;540;1390000;99.0;18533.33
1613;1;1.0;1.0;39;5;0;1150000;1.29;29487.18
600;1;1.0;1.0;30;5;0;499000;1.29;16633.33
1518;1;1.0;1.0;65;5;0;1180000;1.4;18153.85
700;1;1.0;1.0;48;5;0;750000;99.0;15625.0
2200;1;1.0;1.0;53;5;0;950000;1.33;17924.53
700;1;1.0;1.0;46;5;0;620000;1.28;13478.26
1750;1;1.0;1.0;50;5;0;900000;1.28;18000.0
650;1;1.0;1.0;50;5;0;779000;1.41;15580.0
1045;1;1.0;2.0;108;5;30;1700000;90.82;15740.74
550;1;1.0;1.0;38;5;0;659000;99.0;17342.11
400;1;1.0;1.0;26;5;0;530000;1.47;20384.62
550;1;1.0;2.0;36;5;30;649000;1.36;18027.78
1800;1;1.0;1.0;50;5;0;1350000;1.42;27000.0
400;1;1.0;1.0;23;5;0;530000;1.47;23043.48
492;1;1.0;1.0;38;5;300;750000;1.3;19736.84
490;1;1.0;1.0;28;5;0;700000;90.82;25000.0
390;1;1.0;1.0;37;5;0;910000;90.82;24594.59
715;1;1.0;1.0;56;5;120;1050000;1.52;18750.0
900;1;1.0;1.0;40;5;0;890000;1.49;22250.0
600;2;1.0;1.0;85;5;0;1200000;1.41;14117.65
3500;2;2.0;1.0;92;5;300;3500000;1.54;38043.48
700;2;1.0;1.0;67;5;0;1550000;1.48;23134.33
800;2;2.0;1.0;80;5;30;1600000;1.29;20000.0
1100;2;1.0;1.0;70;5;0;1700000;1.5;24285.71
1000;2;1.0;1.0;81;5;0;1300001;1.41;16049.4
1885;2;1.0;2.0;147;5;150;3950000;40.79;26870.75
452;2;0.0;1.0;90;5;60;1380000;1.36;15333.33
1200;2;1.0;1.0;76;5;0;1700000;1.48;22368.42
700;2;1.0;1.0;70;5;0;980000;1.28;14000.0
800;2;0.0;1.0;75;5;0;1150000;1.4;15333.33
1700;2;1.0;1.0;87;5;90;2420000;90.82;27816.09
780;2;2.0;1.0;60;5;150;699000;1.28;11650.0
814;2;1.0;1.0;82;5;0;1500000;1.57;18292.68
700;2;2.0;1.0;78;5;0;1100000;1.3;14102.56
430;2;2.0;1.0;76;5;120;840000;90.82;11052.63
1200;2;1.0;2.0;71;5;120;1950000;1.53;27464.79
850;2;1.0;2.0;83;5;240;1900000;1.51;22891.57
924;2;2.0;1.0;85;5;0;1750000;1.53;20588.24
900;2;2.0;1.0;70;5;0;1350000;1.41;19285.71
1000;2;0.0;1.0;78;5;90;1050000;99.0;13461.54
3560;2;2.0;1.0;74;5;0;3000000;1.57;40540.54
1100;2;1.0;1.0;82;5;0;2100000;1.41;25609.76
600;2;0.0;1.0;65;5;0;950000;1.41;14615.38
1500;2;0.0;1.0;61;5;0;950000;1.38;15573.77
1200;2;2.0;1.0;88;5;270;1520000;1.32;17272.73
700;2;1.0;1.0;65;5;180;1190000;99.0;18307.69
3900;2;2.0;1.0;85;5;360;4000000;1.52;47058.82
900;3;1.0;1.0;115;5;0;1000000;0.95;8695.65
1700;3;1.0;1.0;110;5;60;1780000;1.52;16181.82
990;3;1.0;1.0;110;5;90;1580000;99.0;14363.64
490;3;1.0;1.0;126;5;0;1650000;1.39;13095.24
970;3;1.0;1.0;93;5;0;1290000;1.33;13870.97
600;3;1.0;1.0;92;5;0;1650000;1.4;17934.78
1500;3;2.0;1.0;124;5;0;2500000;1.57;20161.29
2309;3;1.0;2.0;190;5;0;7000000;1.41;36842.11
1000;3;1.0;1.0;115;5;150;1490000;2.39;12956.52
800;3;1.0;1.0;71;5;0;1150000;1.35;16197.18
2500;3;1.0;2.0;250;5;0;4500000;1.41;18000.0
2800;3;1.0;1.0;160;5;390;3000000;1.45;18750.0
1720;3;1.0;1.0;100;5;30;1900000;90.82;19000.0
950;3;1.0;2.0;110;5;150;1999000;15.49;18172.73
3200;3;3.0;3.0;300;5;630;13500000;1.43;45000.0
120;3;1.0;1.0;125;5;120;1789000;1.42;14312.0
1050;3;1.0;1.0;134;5;240;950000;1.36;7089.55
2700;3;1.0;2.0;134;5;30;2500000;90.82;18656.72
2800;3;2.0;1.0;186;5;0;5650000;1.58;30376.34
3200;3;1.0;2.0;107;5;240;3950000;1.39;36915.89
1517;3;2.0;1.0;110;5;240;1890000;1.4;17181.82
2270;3;1.0;1.0;107;5;0;2800000;90.82;26168.22
2500;3;1.0;2.0;153;5;0;2850000;1.54;18627.45
1300;3;1.0;1.0;95;5;0;1690000;1.38;17789.47
1200;3;1.0;1.0;105;5;60;900000;1.38;8571.43
5461;3;3.0;4.0;475;5;0;8900000;99.0;18736.84
4500;3;1.0;1.0;200;5;0;6500000;1.18;32500.0
2000;3;1.0;2.0;123;5;30;1850000;1.37;15040.65
2000;3;1.0;1.0;127;5;30;2900000;1.55;22834.65
1200;3;3.0;1.0;100;5;0;1350000;90.82;13500.0
1200;3;1.0;1.0;127;5;0;1400000;90.82;11023.62
1000;3;1.0;1.0;90;5;0;1480000;1.4;16444.44
1300;3;1.0;1.0;120;5;780;2500000;1.52;20833.33
2600;3;1.0;2.0;150;5;0;3700000;1.48;24666.67
2013;3;1.0;1.0;130;5;0;2350000;1.42;18076.92
1650;3;1.0;2.0;138;5;0;2700000;1.47;19565.22
1500;3;2.0;1.0;126;5;0;2780000;1.24;22063.49
1760;3;1.0;1.0;170;5;0;2500000;1.32;14705.88
1700;3;1.0;2.0;113;5;120;3200000;1.43;28318.58
600;1;1.0;1.0;46;6;0;950000;1.25;20652.17
650;1;1.0;1.0;42;6;0;1300000;1.34;30952.38
1100;1;1.0;1.0;60;6;0;895000;1.37;14916.67
450;1;1.0;1.0;30;6;0;690000;1.26;23000.0
750;1;1.0;1.0;60;6;0;1049000;1.27;17483.33
1570;1;1.0;1.0;35;6;0;1350000;1.26;38571.43
510;1;1.0;1.0;50;6;0;765000;1.46;15300.0
620;1;1.0;1.0;51;6;0;950000;1.23;18627.45
520;1;1.0;1.0;53;6;0;850000;1.23;16037.74
350;1;1.0;1.0;38;6;0;500000;1.28;13157.89
630;1;1.0;1.0;50;6;0;740000;1.46;14800.0
800;1;1.0;1.0;25;6;0;275000;1.44;11000.0
400;1;0.0;0.0;27;6;510;445000;1.28;16481.48
552;1;1.0;1.0;27;6;30;550000;90.91;20370.37
350;1;1.0;1.0;20;6;0;580000;1.28;29000.0
440;1;1.0;1.0;30;6;0;765000;1.25;25500.0
700;1;1.0;1.0;60;6;0;1260000;1.26;21000.0
400;1;1.0;1.0;53;6;240;980000;1.25;18490.57
570;1;1.0;1.0;55;6;0;800000;1.32;14545.45
950;1;0.0;0.0;75;6;0;1550000;99.0;20666.67
1680;1;1.0;1.0;44;6;0;1250000;1.34;28409.09
